soc_id,sub_case,year,var_id,code,comment,references,source_coded_data,admin_comment
B1,,2013,AmphibianRichness,40.79132865,,,,
B10,,2013,AmphibianRichness,NA,,,,
B100,,2013,AmphibianRichness,NA,,,,
B101,,2013,AmphibianRichness,18.71224044,,,,
B102,,2013,AmphibianRichness,NA,,,,
B103,,2013,AmphibianRichness,NA,,,,
B104,,2013,AmphibianRichness,6,,,,
B105,,2013,AmphibianRichness,42.72004381,,,,
B106,,2013,AmphibianRichness,6,,,,
B107,,2013,AmphibianRichness,41.90619586,,,,
B108,,2013,AmphibianRichness,6.621227322,,,,
B109,,2013,AmphibianRichness,5,,,,
B11,,2013,AmphibianRichness,27.50212769,,,,
B110,,2013,AmphibianRichness,45.02695333,,,,
B111,,2013,AmphibianRichness,3,,,,
B112,,2013,AmphibianRichness,3,,,,
B113,,2013,AmphibianRichness,2,,,,
B114,,2013,AmphibianRichness,27.33907942,,,,
B115,,2013,AmphibianRichness,39.93939732,,,,
B116,,2013,AmphibianRichness,8,,,,
B117,,2013,AmphibianRichness,6,,,,
B118,,2013,AmphibianRichness,4,,,,
B119,,2013,AmphibianRichness,33.37510615,,,,
B12,,2013,AmphibianRichness,12.18419545,,,,
B120,,2013,AmphibianRichness,3,,,,
B121,,2013,AmphibianRichness,5,,,,
B122,,2013,AmphibianRichness,5,,,,
B123,,2013,AmphibianRichness,2.497147431,,,,
B124,,2013,AmphibianRichness,4,,,,
B125,,2013,AmphibianRichness,14,,,,
B126,,2013,AmphibianRichness,3,,,,
B127,,2013,AmphibianRichness,NA,,,,
B128,,2013,AmphibianRichness,2,,,,
B129,,2013,AmphibianRichness,NA,,,,
B13,,2013,AmphibianRichness,12.18419545,,,,
B130,,2013,AmphibianRichness,10.32446821,,,,
B131,,2013,AmphibianRichness,7.332096575,,,,
B132,,2013,AmphibianRichness,10,,,,
B133,,2013,AmphibianRichness,6,,,,
B134,,2013,AmphibianRichness,NA,,,,
B135,,2013,AmphibianRichness,17.35171771,,,,
B136,,2013,AmphibianRichness,7,,,,
B137,,2013,AmphibianRichness,5,,,,
B14,,2013,AmphibianRichness,8.565634687,,,,
B143,,2013,AmphibianRichness,6,,,,
B144,,2013,AmphibianRichness,7.292685622,,,,
B145,,2013,AmphibianRichness,9.232084828,,,,
B146,,2013,AmphibianRichness,2,,,,
B147,,2013,AmphibianRichness,8.509799468,,,,
B148,,2013,AmphibianRichness,3,,,,
B149,,2013,AmphibianRichness,6.190502446,,,,
B15,,2013,AmphibianRichness,17,,,,
B150,,2013,AmphibianRichness,10,,,,
B151,,2013,AmphibianRichness,9.919245737,,,,
B152,,2013,AmphibianRichness,7,,,,
B153,,2013,AmphibianRichness,9.467027367,,,,
B154,,2013,AmphibianRichness,8.189691436,,,,
B155,,2013,AmphibianRichness,8,,,,
B156,,2013,AmphibianRichness,9,,,,
B157,,2013,AmphibianRichness,2,,,,
B158,,2013,AmphibianRichness,13.98708712,,,,
B159,,2013,AmphibianRichness,11.09848411,,,,
B16,,2013,AmphibianRichness,30,,,,
B160,,2013,AmphibianRichness,11.99399721,,,,
B161,,2013,AmphibianRichness,7.704780931,,,,
B162,,2013,AmphibianRichness,14,,,,
B163,,2013,AmphibianRichness,8.436097833,,,,
B164,,2013,AmphibianRichness,9.9006425,,,,
B165,,2013,AmphibianRichness,12.15062296,,,,
B166,,2013,AmphibianRichness,15.78670677,,,,
B167,,2013,AmphibianRichness,10.78670677,,,,
B168,,2013,AmphibianRichness,12.15062296,,,,
B169,,2013,AmphibianRichness,15.02264346,,,,
B17,,2013,AmphibianRichness,29.04655534,,,,
B170,,2013,AmphibianRichness,8,,,,
B171,,2013,AmphibianRichness,8.593933615,,,,
B172,,2013,AmphibianRichness,13.98708712,,,,
B173,,2013,AmphibianRichness,15.51323345,,,,
B174,,2013,AmphibianRichness,9.786706772,,,,
B175,,2013,AmphibianRichness,6.627620683,,,,
B176,,2013,AmphibianRichness,12.27262829,,,,
B177,,2013,AmphibianRichness,16,,,,
B178,,2013,AmphibianRichness,16.25495403,,,,
B179,,2013,AmphibianRichness,11.61844528,,,,
B18,,2013,AmphibianRichness,14.92562831,,,,
B180,,2013,AmphibianRichness,14.33426916,,,,
B181,,2013,AmphibianRichness,14.62922076,,,,
B182,,2013,AmphibianRichness,12.30645073,,,,
B183,,2013,AmphibianRichness,4.49799159,,,,
B184,,2013,AmphibianRichness,14.00101162,,,,
B185,,2013,AmphibianRichness,5.014500303,,,,
B186,,2013,AmphibianRichness,15,,,,
B187,,2013,AmphibianRichness,4.50200841,,,,
B188,,2013,AmphibianRichness,5.361130759,,,,
B189,,2013,AmphibianRichness,5.074863825,,,,
B19,,2013,AmphibianRichness,26.72161168,,,,
B190,,2013,AmphibianRichness,2,,,,
B191,,2013,AmphibianRichness,10.19924393,,,,
B192,,2013,AmphibianRichness,2,,,,
B193,,2013,AmphibianRichness,24.06095658,,,,
B194,,2013,AmphibianRichness,10,,,,
B195,,2013,AmphibianRichness,2,,,,
B196,,2013,AmphibianRichness,13.13162731,,,,
B197,,2013,AmphibianRichness,4.919245737,,,,
B198,,2013,AmphibianRichness,11.29838713,,,,
B199,,2013,AmphibianRichness,3,,,,
B2,,2013,AmphibianRichness,NA,,,,
B20,,2013,AmphibianRichness,17.7956524,,,,
B200,,2013,AmphibianRichness,4,,,,
B201,,2013,AmphibianRichness,9,,,,
B202,,2013,AmphibianRichness,4.926412832,,,,
B203,,2013,AmphibianRichness,4,,,,
B204,,2013,AmphibianRichness,8,,,,
B205,,2013,AmphibianRichness,4,,,,
B206,,2013,AmphibianRichness,4.206946967,,,,
B207,,2013,AmphibianRichness,9,,,,
B208,,2013,AmphibianRichness,4,,,,
B209,,2013,AmphibianRichness,7,,,,
B21,,2013,AmphibianRichness,18,,,,
B210,,2013,AmphibianRichness,4,,,,
B211,,2013,AmphibianRichness,4.784459203,,,,
B212,,2013,AmphibianRichness,3,,,,
B213,,2013,AmphibianRichness,6.550873145,,,,
B214,,2013,AmphibianRichness,5,,,,
B215,,2013,AmphibianRichness,5,,,,
B216,,2013,AmphibianRichness,5,,,,
B217,,2013,AmphibianRichness,4,,,,
B218,,2013,AmphibianRichness,5,,,,
B219,,2013,AmphibianRichness,10.62077338,,,,
B22,,2013,AmphibianRichness,3,,,,
B221,,2013,AmphibianRichness,6,,,,
B222,,2013,AmphibianRichness,9.066990747,,,,
B223,,2013,AmphibianRichness,5.524291771,,,,
B224,,2013,AmphibianRichness,4,,,,
B225,,2013,AmphibianRichness,5.052732942,,,,
B226,,2013,AmphibianRichness,5.201112253,,,,
B227,,2013,AmphibianRichness,8,,,,
B228,,2013,AmphibianRichness,5,,,,
B229,,2013,AmphibianRichness,5,,,,
B23,,2013,AmphibianRichness,4.451946028,,,,
B230,,2013,AmphibianRichness,7,,,,
B231,,2013,AmphibianRichness,5,,,,
B232,,2013,AmphibianRichness,5.983253011,,,,
B233,,2013,AmphibianRichness,5,,,,
B234,,2013,AmphibianRichness,7.768817064,,,,
B24,,2013,AmphibianRichness,3,,,,
B240,,2013,AmphibianRichness,22.19543579,,,,
B241,,2013,AmphibianRichness,11,,,,
B242,,2013,AmphibianRichness,12.15003091,,,,
B243,,2013,AmphibianRichness,14.84613431,,,,
B244,,2013,AmphibianRichness,12.56974757,,,,
B245,,2013,AmphibianRichness,8,,,,
B246,,2013,AmphibianRichness,9,,,,
B248,,2013,AmphibianRichness,6,,,,
B249,,2013,AmphibianRichness,6,,,,
B25,,2013,AmphibianRichness,6.035308858,,,,
B250,,2013,AmphibianRichness,7,,,,
B252,,2013,AmphibianRichness,4,,,,
B253,,2013,AmphibianRichness,6,,,,
B254,,2013,AmphibianRichness,9,,,,
B255,,2013,AmphibianRichness,6,,,,
B256,,2013,AmphibianRichness,7,,,,
B257,,2013,AmphibianRichness,6,,,,
B258,,2013,AmphibianRichness,4,,,,
B259,,2013,AmphibianRichness,3.727878015,,,,
B26,,2013,AmphibianRichness,1,,,,
B260,,2013,AmphibianRichness,3,,,,
B268,,2013,AmphibianRichness,8.628158432,,,,
B269,,2013,AmphibianRichness,12.78257704,,,,
B27,,2013,AmphibianRichness,NA,,,,
B270,,2013,AmphibianRichness,10.77335792,,,,
B271,,2013,AmphibianRichness,13.01256405,,,,
B272,,2013,AmphibianRichness,13.58766429,,,,
B273,,2013,AmphibianRichness,9,,,,
B274,,2013,AmphibianRichness,13,,,,
B275,,2013,AmphibianRichness,13,,,,
B276,,2013,AmphibianRichness,6.052316868,,,,
B277,,2013,AmphibianRichness,10.11021637,,,,
B278,,2013,AmphibianRichness,12.82440292,,,,
B279,,2013,AmphibianRichness,9.851249866,,,,
B28,,2013,AmphibianRichness,1,,,,
B280,,2013,AmphibianRichness,10,,,,
B281,,2013,AmphibianRichness,13.42941858,,,,
B282,,2013,AmphibianRichness,8.151799692,,,,
B283,,2013,AmphibianRichness,5,,,,
B284,,2013,AmphibianRichness,13,,,,
