soc_id,sub_case,year,var_id,code,comment,references,source_coded_data,admin_comment
B1,,2007,VascularPlantsRichness,5383.57,,,,
B10,,2007,VascularPlantsRichness,NA,,,,
B100,,2007,VascularPlantsRichness,998.157,,,,
B101,,2007,VascularPlantsRichness,826.383,,,,
B102,,2007,VascularPlantsRichness,NA,,,,
B103,,2007,VascularPlantsRichness,1309.67,,,,
B104,,2007,VascularPlantsRichness,1042.64,,,,
B105,,2007,VascularPlantsRichness,2188.01,,,,
B106,,2007,VascularPlantsRichness,1183.56,,,,
B107,,2007,VascularPlantsRichness,2188.01,,,,
B108,,2007,VascularPlantsRichness,677.596,,,,
B109,,2007,VascularPlantsRichness,589.575,,,,
B11,,2007,VascularPlantsRichness,1993.72,,,,
B110,,2007,VascularPlantsRichness,2367.11,,,,
B111,,2007,VascularPlantsRichness,668.059,,,,
B112,,2007,VascularPlantsRichness,605.487,,,,
B113,,2007,VascularPlantsRichness,565.261,,,,
B114,,2007,VascularPlantsRichness,2186.78,,,,
B115,,2007,VascularPlantsRichness,1992.87,,,,
B116,,2007,VascularPlantsRichness,774.797,,,,
B117,,2007,VascularPlantsRichness,745.664,,,,
B118,,2007,VascularPlantsRichness,546.473,,,,
B119,,2007,VascularPlantsRichness,1667.19,,,,
B12,,2007,VascularPlantsRichness,2281.64,,,,
B120,,2007,VascularPlantsRichness,554.341,,,,
B121,,2007,VascularPlantsRichness,589.484,,,,
B122,,2007,VascularPlantsRichness,581.1,,,,
B123,,2007,VascularPlantsRichness,556.633,,,,
B124,,2007,VascularPlantsRichness,686.539,,,,
B125,,2007,VascularPlantsRichness,1088.98,,,,
B126,,2007,VascularPlantsRichness,517.536,,,,
B127,,2007,VascularPlantsRichness,490.915,,,,
B128,,2007,VascularPlantsRichness,658.197,,,,
B129,,2007,VascularPlantsRichness,932.477,,,,
B13,,2007,VascularPlantsRichness,2281.64,,,,
B130,,2007,VascularPlantsRichness,899.253,,,,
B131,,2007,VascularPlantsRichness,858.82,,,,
B132,,2007,VascularPlantsRichness,1532.67,,,,
B133,,2007,VascularPlantsRichness,839.12,,,,
B134,,2007,VascularPlantsRichness,1075.5,,,,
B135,,2007,VascularPlantsRichness,1165.92,,,,
B136,,2007,VascularPlantsRichness,1502.48,,,,
B137,,2007,VascularPlantsRichness,1122,,,,
B14,,2007,VascularPlantsRichness,2358.2,,,,
B143,,2007,VascularPlantsRichness,1725.51,,,,
B144,,2007,VascularPlantsRichness,1758.6,,,,
B145,,2007,VascularPlantsRichness,1883.24,,,,
B146,,2007,VascularPlantsRichness,1731.63,,,,
B147,,2007,VascularPlantsRichness,1929.06,,,,
B148,,2007,VascularPlantsRichness,1842.33,,,,
B149,,2007,VascularPlantsRichness,1758.6,,,,
B15,,2007,VascularPlantsRichness,1177.7,,,,
B150,,2007,VascularPlantsRichness,1908.62,,,,
B151,,2007,VascularPlantsRichness,2151.02,,,,
B152,,2007,VascularPlantsRichness,1932.69,,,,
B153,,2007,VascularPlantsRichness,1696.04,,,,
B154,,2007,VascularPlantsRichness,1793.82,,,,
B155,,2007,VascularPlantsRichness,1696.04,,,,
B156,,2007,VascularPlantsRichness,1834.8,,,,
B157,,2007,VascularPlantsRichness,1708.35,,,,
B158,,2007,VascularPlantsRichness,1696.04,,,,
B159,,2007,VascularPlantsRichness,1696.04,,,,
B16,,2007,VascularPlantsRichness,2956.62,,,,
B160,,2007,VascularPlantsRichness,1776.97,,,,
B161,,2007,VascularPlantsRichness,1832.76,,,,
B162,,2007,VascularPlantsRichness,1674.85,,,,
B163,,2007,VascularPlantsRichness,1703.2,,,,
B164,,2007,VascularPlantsRichness,1795.32,,,,
B165,,2007,VascularPlantsRichness,1696.04,,,,
B166,,2007,VascularPlantsRichness,1674.85,,,,
B167,,2007,VascularPlantsRichness,1674.85,,,,
B168,,2007,VascularPlantsRichness,1676.47,,,,
B169,,2007,VascularPlantsRichness,1568.27,,,,
B17,,2007,VascularPlantsRichness,1993.72,,,,
B170,,2007,VascularPlantsRichness,1696.04,,,,
B171,,2007,VascularPlantsRichness,1678.39,,,,
B172,,2007,VascularPlantsRichness,1696.04,,,,
B173,,2007,VascularPlantsRichness,1678.39,,,,
B174,,2007,VascularPlantsRichness,1776.97,,,,
B175,,2007,VascularPlantsRichness,2057.94,,,,
B176,,2007,VascularPlantsRichness,1598.95,,,,
B177,,2007,VascularPlantsRichness,1678.39,,,,
B178,,2007,VascularPlantsRichness,1598.95,,,,
B179,,2007,VascularPlantsRichness,1795.6,,,,
B18,,2007,VascularPlantsRichness,1590.8,,,,
B180,,2007,VascularPlantsRichness,1674.85,,,,
B181,,2007,VascularPlantsRichness,1366.66,,,,
B182,,2007,VascularPlantsRichness,1598.95,,,,
B183,,2007,VascularPlantsRichness,1820.13,,,,
B184,,2007,VascularPlantsRichness,1568.27,,,,
B185,,2007,VascularPlantsRichness,1701.42,,,,
B186,,2007,VascularPlantsRichness,1598.95,,,,
B187,,2007,VascularPlantsRichness,1760.98,,,,
B188,,2007,VascularPlantsRichness,1760.98,,,,
B189,,2007,VascularPlantsRichness,1571.63,,,,
B19,,2007,VascularPlantsRichness,1879.21,,,,
B190,,2007,VascularPlantsRichness,1536.97,,,,
B191,,2007,VascularPlantsRichness,2937.45,,,,
B192,,2007,VascularPlantsRichness,1669.14,,,,
B193,,2007,VascularPlantsRichness,1846.53,,,,
B194,,2007,VascularPlantsRichness,2221.03,,,,
B195,,2007,VascularPlantsRichness,1708.35,,,,
B196,,2007,VascularPlantsRichness,2186.56,,,,
B197,,2007,VascularPlantsRichness,1708.35,,,,
B198,,2007,VascularPlantsRichness,1773.14,,,,
B199,,2007,VascularPlantsRichness,1721.13,,,,
B2,,2007,VascularPlantsRichness,3335.61,,,,
B20,,2007,VascularPlantsRichness,2390.25,,,,
B200,,2007,VascularPlantsRichness,1708.35,,,,
B201,,2007,VascularPlantsRichness,1788.21,,,,
B202,,2007,VascularPlantsRichness,2151.02,,,,
B203,,2007,VascularPlantsRichness,1649.42,,,,
B204,,2007,VascularPlantsRichness,1910.41,,,,
B205,,2007,VascularPlantsRichness,1849.61,,,,
B206,,2007,VascularPlantsRichness,1708.35,,,,
B207,,2007,VascularPlantsRichness,1613.08,,,,
B208,,2007,VascularPlantsRichness,1705.46,,,,
B209,,2007,VascularPlantsRichness,1893.09,,,,
B21,,2007,VascularPlantsRichness,1926.24,,,,
B210,,2007,VascularPlantsRichness,1490.57,,,,
B211,,2007,VascularPlantsRichness,1849.61,,,,
B212,,2007,VascularPlantsRichness,1701.42,,,,
B213,,2007,VascularPlantsRichness,1498.4,,,,
B214,,2007,VascularPlantsRichness,1640.22,,,,
B215,,2007,VascularPlantsRichness,1785.98,,,,
B216,,2007,VascularPlantsRichness,1702.56,,,,
B217,,2007,VascularPlantsRichness,1830.13,,,,
B218,,2007,VascularPlantsRichness,1615.12,,,,
B219,,2007,VascularPlantsRichness,2035.77,,,,
B22,,2007,VascularPlantsRichness,1228.95,,,,
B221,,2007,VascularPlantsRichness,1525.03,,,,
B222,,2007,VascularPlantsRichness,1824.36,,,,
B223,,2007,VascularPlantsRichness,1508.79,,,,
B224,,2007,VascularPlantsRichness,1722.67,,,,
B225,,2007,VascularPlantsRichness,1705.46,,,,
B226,,2007,VascularPlantsRichness,1601.64,,,,
B227,,2007,VascularPlantsRichness,1551.93,,,,
B228,,2007,VascularPlantsRichness,1808.74,,,,
B229,,2007,VascularPlantsRichness,1449.69,,,,
B23,,2007,VascularPlantsRichness,901.712,,,,
B230,,2007,VascularPlantsRichness,1887.97,,,,
B231,,2007,VascularPlantsRichness,1453.02,,,,
B232,,2007,VascularPlantsRichness,1647,,,,
B233,,2007,VascularPlantsRichness,1858.92,,,,
B234,,2007,VascularPlantsRichness,1922.8,,,,
B24,,2007,VascularPlantsRichness,905.92,,,,
B240,,2007,VascularPlantsRichness,1908,,,,
B241,,2007,VascularPlantsRichness,1587.41,,,,
B242,,2007,VascularPlantsRichness,1920.36,,,,
B243,,2007,VascularPlantsRichness,1599.57,,,,
B244,,2007,VascularPlantsRichness,1647.49,,,,
B245,,2007,VascularPlantsRichness,1490.18,,,,
B246,,2007,VascularPlantsRichness,1411.73,,,,
B248,,2007,VascularPlantsRichness,1456.18,,,,
B249,,2007,VascularPlantsRichness,1367.52,,,,
B25,,2007,VascularPlantsRichness,812.573,,,,
B250,,2007,VascularPlantsRichness,1433.53,,,,
B252,,2007,VascularPlantsRichness,1432.19,,,,
B253,,2007,VascularPlantsRichness,1213.44,,,,
B254,,2007,VascularPlantsRichness,1158.45,,,,
B255,,2007,VascularPlantsRichness,1121.8,,,,
B256,,2007,VascularPlantsRichness,1117.32,,,,
B257,,2007,VascularPlantsRichness,1200.26,,,,
B258,,2007,VascularPlantsRichness,1224.65,,,,
B259,,2007,VascularPlantsRichness,868.913,,,,
B26,,2007,VascularPlantsRichness,399.229,,,,
B260,,2007,VascularPlantsRichness,1075.02,,,,
B268,,2007,VascularPlantsRichness,1206.25,,,,
B269,,2007,VascularPlantsRichness,1360.72,,,,
B27,,2007,VascularPlantsRichness,450.933,,,,
B270,,2007,VascularPlantsRichness,1397.71,,,,
B271,,2007,VascularPlantsRichness,1290.36,,,,
B272,,2007,VascularPlantsRichness,1290.36,,,,
B273,,2007,VascularPlantsRichness,1173.88,,,,
B274,,2007,VascularPlantsRichness,1335.38,,,,
B275,,2007,VascularPlantsRichness,1366.66,,,,
B276,,2007,VascularPlantsRichness,1198.55,,,,
B277,,2007,VascularPlantsRichness,1323.04,,,,
B278,,2007,VascularPlantsRichness,1290.36,,,,
B279,,2007,VascularPlantsRichness,1323.04,,,,
B28,,2007,VascularPlantsRichness,NA,,,,
B280,,2007,VascularPlantsRichness,1318.53,,,,
B281,,2007,VascularPlantsRichness,1360.72,,,,
B282,,2007,VascularPlantsRichness,1190.78,,,,
B283,,2007,VascularPlantsRichness,1078.89,,,,
B284,,2007,VascularPlantsRichness,1239.21,,,,
B285,,2007,VascularPlantsRichness,1290.36,,,,
B286,,2007,VascularPlantsRichness,1172.76,,,,
B287,,2007,VascularPlantsRichness,1008.18,,,,
B288,,2007,VascularPlantsRichness,1189.77,,,,
B289,,2007,VascularPlantsRichness,965.337,,,,
B290,,2007,VascularPlantsRichness,831.532,,,,
B291,,2007,VascularPlantsRichness,1078.48,,,,
B292,,2007,VascularPlantsRichness,884.106,,,,
B293,,2007,VascularPlantsRichness,873.011,,,,
B294,,2007,VascularPlantsRichness,698.049,,,,
B295,,2007,VascularPlantsRichness,546.218,,,,
B296,,2007,VascularPlantsRichness,523.341,,,,
B297,,2007,VascularPlantsRichness,675.513,,,,
B298,,2007,VascularPlantsRichness,639.064,,,,
B299,,2007,VascularPlantsRichness,NA,,,,
B3,,2007,VascularPlantsRichness,3315.61,,,,
B315,,2007,VascularPlantsRichness,1329.45,,,,
B316,,2007,VascularPlantsRichness,1521.18,,,,
B317,,2007,VascularPlantsRichness,1355.1,,,,
B318,,2007,VascularPlantsRichness,1329.45,,,,
